"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Symbol","Entrez"
"225496_s_at",2.22646085406098,8.74442625147786,9.16306557967708,1.22364070400076e-14,2.48386947657659e-12,22.9092621698516,"SYTL2","54843"
"202100_at",1.10216859419572,9.2165552461392,9.15179984674985,1.29259777086643e-14,2.61092014761612e-12,22.8556180224244,"RALB","5899"
"1559258_a_at",-4.00698096336987,5.36601324459096,-9.12745622894797,1.45515507634552e-14,2.92486170345449e-12,22.739708037368,"CT83","203413"
"1554057_at",-1.05714686886166,7.3130552024824,-9.12359054012678,1.48278548821744e-14,2.96586030043259e-12,22.7213028574415,"ASH1L-AS1","645676"
"209048_s_at",1.24572754096668,8.09144426279166,9.11174174060889,1.57078497200697e-14,3.12662461127057e-12,22.6648904831697,"ZMYND8","23613"
"224826_at",2.06394092582524,8.99027613984761,9.09796690412274,1.67966935809162e-14,3.32720591107192e-12,22.5993115519656,"GPCPD1","56261"
"205527_s_at",-1.36597011112721,6.91524755589146,-9.09339736859049,1.71743048491743e-14,3.38475140830533e-12,22.5775578302712,"GEMIN4","50628"
"1553603_s_at",-2.0703385429776,6.88231841881327,-9.09246613114098,1.72522935405281e-14,3.38475140830533e-12,22.5731246342671,"ATL2","64225"
"213885_at",1.56852917725559,4.53165196859953,9.08159615530075,1.8189224112818e-14,3.55157593105709e-12,22.5213789479606,"TRIM3","10612"
"202413_s_at",-1.17460893838684,11.2415149180058,-9.0676701046801,1.94642313951744e-14,3.76467615154591e-12,22.4550886486655,"USP1","7398"
"233852_at",-1.29397553060005,4.98521584464235,-9.0637058254955,1.98432457864249e-14,3.80705327163646e-12,22.4362187852734,"POLH","5429"
"238417_at",1.64690593754593,6.75035735763079,9.06343896906058,1.98690225375622e-14,3.80705327163646e-12,22.4349485680551,"PGM2L1","283209"
"226863_at",3.73747307450199,5.93507454407063,9.06136348607198,2.00706472014672e-14,3.82410153162908e-12,22.4250694733207,"FAM110C","642273"
"226752_at",1.37212042159589,8.26695804850399,9.05932133883873,2.0271028545622e-14,3.83038366121975e-12,22.4153491460986,"FAM174A","345757"
"202580_x_at",-2.43575708178886,7.82619792112461,-9.05671108008261,2.05300674999785e-14,3.86153618242715e-12,22.4029248242865,"FOXM1","2305"
"218931_at",1.74903945255589,5.48817542559261,9.04972725818899,2.12395112013152e-14,3.97673478218597e-12,22.3696839468721,"RAB17","64284"
"229082_at",2.05898295718814,3.65469903040761,9.03413245828119,2.29133558442253e-14,4.2706329228937e-12,22.2954614587115,"CCDC125","202243"
"203431_s_at",2.36274836751686,6.10708275722154,9.03286639922097,2.30548956280297e-14,4.27756986575443e-12,22.2894359787784,"ARHGAP32","9743"
"222735_at",-2.34494457948262,6.69019681190223,-9.03002840712409,2.33753521464484e-14,4.31749071807645e-12,22.2759294298445,"TMEM38B","55151"
"223847_s_at",1.53353836368784,6.1214985494231,9.02544642351824,2.39021529276038e-14,4.39240758921498e-12,22.2541232990546,"ERGIC1","57222"
"209505_at",3.33378807030609,6.29680890251256,9.01927555041993,2.46304232953236e-14,4.48864834133977e-12,22.2247562863802,"NR2F1","7025"
"224577_at",1.86053590849558,6.50764594004096,9.01391519966308,2.52810050826011e-14,4.58682447967689e-12,22.1992472886025,"ERGIC1","57222"
"1553542_at",1.60633882195737,3.38849449805197,9.00719828134391,2.61205191638827e-14,4.71826329425483e-12,22.1672836317303,"CCDC125","202243"
"213906_at",-3.58282929415644,8.43220416132824,-8.99250622730789,2.80551565253735e-14,5.04549841301059e-12,22.0973728909027,"MYBL1","4603"
"227522_at",3.74064159251247,6.89287624909035,8.97453576775378,3.06171443884593e-14,5.48220693670037e-12,22.0118699257224,"CMBL","134147"
"223892_s_at",1.19006709355911,10.8003640564777,8.97324855557263,3.08093843472558e-14,5.49264345989077e-12,22.0057457411431,"TMBIM4","51643"
"218530_at",1.31444822345451,5.80001040284113,8.96845679392512,3.1535673347849e-14,5.5929474192761e-12,21.9829483230969,"FHOD1","29109"
"215145_s_at",2.98800362460923,4.82356411125413,8.96774629429229,3.16448102934361e-14,5.5929474192761e-12,21.9795680846997,"CNTNAP2","26047"
"219582_at",-2.0189468199622,8.93654556991751,-8.95853896625228,3.30937072463247e-14,5.82392434303991e-12,21.9357650338364,"OGFRL1","79627"
"204729_s_at",1.33570332205575,3.4618947461149,8.95422796867451,3.37946945502041e-14,5.92187032195115e-12,21.91525667143,"STX1A","6804"
"238865_at",-2.53152788247711,4.12581273874188,-8.95117037240726,3.43008446358216e-14,5.98498652530735e-12,21.9007113385713,"PABPC4L","132430"
"207949_s_at",1.51728887492247,7.11352022198701,8.94855422351826,3.47399247783316e-14,6.01044673253464e-12,21.8882662362271,"ICA1","3382"
"202134_s_at",-2.49939131037112,5.36485678843523,-8.93644091191321,3.68472718761143e-14,6.34825855465626e-12,21.8306454534542,"WWTR1","25937"
"61874_at",1.07079010185425,5.0225562505626,8.92058317843476,3.98001926452513e-14,6.82831422270244e-12,21.7552198091474,"CACFD1","11094"
"222845_x_at",1.134046476423,11.0126176188478,8.91502057072405,4.0891076781731e-14,6.98624046815874e-12,21.7287636820016,"TMBIM4","51643"
"225968_at",2.029293612021,3.72551016865904,8.87535548491175,4.95855108182177e-14,8.40167060161239e-12,21.5401427089376,"PRICKLE2","166336"
"1556474_a_at",3.11948456329636,2.94638796436009,8.86557685794301,5.19987028677201e-14,8.77429963945677e-12,21.4936500576089,"LOC285097","285097"
"225316_at",1.60737857025924,4.92202441374386,8.85937461858401,5.3589732421216e-14,9.00571060737516e-12,21.4641631128922,"MFSD2A","84879"
"231969_at",-2.63634469701606,5.74574309848871,-8.85177569880583,5.56054602720591e-14,9.30631139998168e-12,21.4280378482151,"STOX2","56977"
"202579_x_at",-1.13852639291462,10.6180363360679,-8.84773956317326,5.67067133665877e-14,9.45204095481123e-12,21.4088508908703,"HMGN4","10473"
"209641_s_at",2.83780502564956,3.89346728069374,8.8449979481134,5.74671534941387e-14,9.54001280110794e-12,21.3958181496131,"ABCC3","8714"
"229893_at",-3.10162564424215,6.86421736329704,-8.84301165769763,5.80244429903783e-14,9.59368653378014e-12,21.3863761433352,"FRMD3","257019"
"217914_at",1.28804316724889,7.32998162400586,8.82577325997777,6.30933298118338e-14,1.03483155824177e-11,21.3044379359083,"TPCN1","53373"
"205151_s_at",2.78407000542324,5.93948495898747,8.82300013837037,6.39490690640963e-14,1.0446882979698e-11,21.2912576526444,"TRIL","9865"
"222039_at",-1.41404391471585,8.28272847010008,-8.81995115353555,6.49033165423555e-14,1.05606967916776e-11,21.276766559682,"KIF18B","146909"
"220521_s_at",1.30326084661949,5.97120680111647,8.81462610954132,6.66041322810429e-14,1.07946080634462e-11,21.2514587435575,"ATG16L1","55054"
"209337_at",-1.72701431976981,9.66814316640265,-8.81266898307491,6.72403597449418e-14,1.08548177597701e-11,21.2421575698813,"PSIP1","11168"
"208763_s_at",1.58387704669712,8.96040207131953,8.81096965750549,6.77977004093061e-14,1.08592847952468e-11,21.2340817040973,"TSC22D3","1831"
"238469_at",-2.53729913075124,6.12356903859417,-8.80906969514667,6.84263088148872e-14,1.09173243838351e-11,21.2250524637619,"OGFRL1","79627"
"203638_s_at",-3.44045378713867,7.18355251601162,-8.80118839396771,7.10966033010182e-14,1.12993996967246e-11,21.1875994347733,"FGFR2","2263"
"201887_at",1.37621828079647,9.58075719641263,8.7995519035139,7.16639815668967e-14,1.13455980701507e-11,21.1798229082618,"IL13RA1","3597"
"224576_at",1.78493936914924,7.25000901550796,8.78244642185977,7.78720062567671e-14,1.22339607070976e-11,21.09854475809,"ERGIC1","57222"
"216092_s_at",2.06772383236662,6.8668278412299,8.77421867102649,8.10465206803161e-14,1.26729697323407e-11,21.0594540616657,"SLC7A8","23428"
"213226_at",-1.19371356278288,8.48571582654791,-8.77283331326153,8.15936008520617e-14,1.26729697323407e-11,21.0528723869762,"CCNA2","890"
"204942_s_at",3.70038157602202,7.2652921452763,8.76697585783851,8.39477649566386e-14,1.2989411902951e-11,21.0250451600782,"ALDH3B2","222"
"51158_at",1.73503374384373,4.82578449359104,8.76556997118656,8.45228215764885e-14,1.30292247215125e-11,21.0183663728421,"FAM174B","400451"
"218124_at",1.06053497674954,6.98915440940476,8.74819266005946,9.19640088618251e-14,1.40704933558592e-11,20.9358207338668,"RETSAT","54884"
"222740_at",-1.39626013122908,9.96393629911982,-8.7406059417372,9.54145335177611e-14,1.45441543953988e-11,20.8997863315199,"ATAD2","29028"
"1554063_at",-1.4129848277064,4.28526051396268,-8.73659399635403,9.72911487077029e-14,1.47752824504098e-11,20.88073191594,"ZHX1-C8orf76","100533106"
"207163_s_at",1.52630670968491,8.45827719356879,8.73189241088119,9.95372888193854e-14,1.50606162020298e-11,20.8584029956895,"AKT1","207"
"221436_s_at",-1.8855172990154,7.46920416207326,-8.68436502416518,1.25362138587689e-13,1.87659004248968e-11,20.6327396974657,"CDCA3","83461"
"202854_at",-1.28459276391901,10.1872398024101,-8.68430459281235,1.2539890538537e-13,1.87659004248968e-11,20.6324528310299,"HPRT1","3251"
"203722_at",2.51169848196878,3.99376228483197,8.68189234251585,1.26875355846247e-13,1.8917807604071e-11,20.6210020664958,"ALDH4A1","8659"
"205066_s_at",3.07235911129944,7.46297982100173,8.67356941302126,1.32104005104392e-13,1.9626060236596e-11,20.5814958739685,"ENPP1","5167"
"223466_x_at",1.02068627748091,8.43963413790089,8.66985321497026,1.34507532336987e-13,1.99109994799487e-11,20.5638573736486,"CERT1","10087"
"207018_s_at",1.65519918464795,3.73839732874251,8.66749202761209,1.36057304322232e-13,2.00679629727655e-11,20.5526506165429,"RAB27B","5874"
"235020_at",-2.36276376033641,6.76080356693079,-8.66403262139403,1.3836013507704e-13,2.0334476626161e-11,20.5362319350625,"TAF4B","6875"
"223307_at",-1.74958644976537,9.4903508440849,-8.66236113667594,1.39486694168408e-13,2.04268300274336e-11,20.5282991112772,"CDCA3","83461"
"222062_at",-2.8438009501025,6.8468351308921,-8.65133720992035,1.47149472605372e-13,2.14723024011056e-11,20.4759832367794,"IL27RA","9466"
"204061_at",-1.96756653887645,7.37482801129393,-8.64804326247374,1.49519604740574e-13,2.17407867829167e-11,20.4603524170099,"PRKX","5613"
"228067_at",2.39579361832973,7.06354466397153,8.63379357092162,1.60219632986772e-13,2.31325557429211e-11,20.3927393392219,"CRACDL","343990"
"225499_at",1.77156618284829,6.76972402368558,8.62461072939188,1.67516492387673e-13,2.41012149258391e-11,20.3491732646051,"RALGAPA2","57186"
"201197_at",-1.05154611196713,10.3524471753193,-8.62038303705685,1.7098648194202e-13,2.45144395298971e-11,20.3291173040639,"AMD1","262"
"218319_at",-1.41610936598468,9.38682205146329,-8.61083604265674,1.7908858711235e-13,2.55865798813756e-11,20.2838302241325,"PELI1","57162"
"209396_s_at",-3.9709856313478,8.57724756450553,-8.61011857197091,1.79712728356006e-13,2.55865996996863e-11,20.2804270241047,"CHI3L1","1116"
"218546_at",2.60267304042879,5.85743797916938,8.59539179692677,1.93014365765144e-13,2.73853323662075e-11,20.2105790313498,"C1orf115","79762"
"201207_at",1.5673906679819,7.3787785450441,8.58215401293698,2.05807395135143e-13,2.90997463107635e-11,20.147803033255,"TNFAIP1","7126"
"229105_at",1.98066999197051,4.8551074633765,8.57627301356982,2.11758971436576e-13,2.98383672329394e-11,20.1199172845626,"GPR39","2863"
"210791_s_at",2.11565558224278,4.0836749870042,8.56902849322286,2.1932701234879e-13,3.07989205970883e-11,20.0855687624149,"ARHGAP32","9743"
"224762_at",1.63145710684186,6.38199856009242,8.56460270367773,2.24082627646251e-13,3.1359331276474e-11,20.0645861370262,"SERINC2","347735"
"231535_x_at",-4.23219206251086,5.41470758425732,-8.54980750742173,2.40739914634056e-13,3.35758485022273e-11,19.9944501528087,"ROPN1","54763"
"208891_at",2.31495844464503,8.54572061733773,8.54700937673136,2.44026420970022e-13,3.39188453066264e-11,19.9811871162058,"DUSP6","1848"
"208893_s_at",2.70106448011506,6.96736816420641,8.54250392703067,2.49412560017317e-13,3.45503804423989e-11,19.9598323815701,"DUSP6","1848"
"220613_s_at",2.24148880976112,3.59079193519714,8.53217182267494,2.6221641289106e-13,3.62017568827778e-11,19.9108650938404,"SYTL2","54843"
"230492_s_at",1.99001038090816,6.18848797741896,8.5307862093939,2.63982651978531e-13,3.63073543040943e-11,19.9042986766166,"GPCPD1","56261"
"1553602_at",6.63963123043884,6.10850026637523,8.52949623122198,2.6563765221023e-13,3.63073543040943e-11,19.8981855735235,"MUCL1","118430"
"221584_s_at",2.25082842616205,6.86767509447799,8.52041447135533,2.7758593898772e-13,3.78143981470182e-11,19.8551505743816,"KCNMA1","3778"
"205356_at",-1.4118053115737,9.01382516225572,-8.50780291108165,2.95072432767576e-13,4.00634107059659e-11,19.7953972088077,"USP13","8975"
"201940_at",1.96953718635175,7.55435524562748,8.50569018032353,2.98107465034711e-13,4.03419092286577e-11,19.7853880452101,"CPD","1362"
"229341_at",-1.77866088044618,6.34418617258066,-8.50092649155196,3.05065476740811e-13,4.11253728315436e-11,19.7628208170741,"TFCP2L1","29842"
"208358_s_at",-3.14342898754299,4.24638062241995,-8.48999991573674,3.21643314899039e-13,4.31002041964713e-11,19.7110630267621,"UGT8","7368"
"204941_s_at",3.16198217497157,3.89876961568551,8.4892859836124,3.22757255421267e-13,4.31085944667545e-11,19.7076814729405,"ALDH3B2","222"
"201951_at",2.72491502110091,9.42674123353883,8.4876335215779,3.25350358674674e-13,4.32182531773236e-11,19.6998546722234,"ALCAM","214"
"225745_at",-1.74622480913471,9.36133063243227,-8.48742041655822,3.2568628016274e-13,4.32182531773236e-11,19.6988453234459,"LRP6","4040"
"204146_at",-1.55882231423415,9.64088323400725,-8.48355123923568,3.31845860201613e-13,4.3752436179122e-11,19.6805198669818,"RAD51AP1","10635"
"203343_at",1.53195836249723,8.91189896228584,8.47313460932643,3.49012410602334e-13,4.56345061265487e-11,19.6311884916487,"UGDH","7358"
"209747_at",1.75646337713816,5.15328006068835,8.47287023148203,3.49459441121264e-13,4.56345061265487e-11,19.6299365305651,"TGFB3","7043"
"223194_s_at",2.83608363472167,6.19962886662386,8.46497144085441,3.63082029608239e-13,4.71133403229628e-11,19.592533817268,"SLC22A23","63027"
"226822_at",-1.56434284705695,6.07435265220482,-8.46023655750443,3.71500619808986e-13,4.80536637686046e-11,19.570114850323,"STOX2","56977"
"212174_at",-1.52249598586341,8.16581279387693,-8.45832653344643,3.74951488781258e-13,4.8347518383606e-11,19.5610715697927,"AK2","204"
"232816_s_at",-1.43810366695673,5.95148629650938,-8.44479281470835,4.00336317852652e-13,5.14589040038562e-11,19.4970008715852,"DDX11","1663"
"239660_at",1.82304683115454,6.04553702342244,8.44126792257696,4.07224648724953e-13,5.21807484259936e-11,19.4803154100664,"RALGAPA2","57186"
"218080_x_at",-1.00224902197234,8.98677285160119,-8.43744280984439,4.14833476433439e-13,5.26620181661819e-11,19.4622097255897,"FAF1","11124"
"224952_at",2.22480065395187,8.10210148604585,8.43127408609351,4.27404009516504e-13,5.40334422306333e-11,19.4330128491507,"TANC2","26115"
"238520_at",2.01614476782996,5.47559045263894,8.41858876487734,4.5446047360557e-13,5.71616480359595e-11,19.372980390423,"TRERF1","55809"
"210053_at",-1.41228352930285,6.35882269345254,-8.41598809559878,4.60214978287727e-13,5.77084249838224e-11,19.360674198688,"TAF5","6877"
"212330_at",-1.06538797126582,10.635675885776,-8.40999681730952,4.73749941669314e-13,5.92245201469773e-11,19.3323255793276,"TFDP1","7027"
"218782_s_at",-1.57148565507179,9.54796632527554,-8.40517618169626,4.84927946547933e-13,6.0432360637933e-11,19.3095177646525,"ATAD2","29028"
"239991_at",1.14078276014984,6.07746860112435,8.40456689075256,4.86359355441369e-13,6.0432360637933e-11,19.3066351444663,"ZMYND8","23613"
"229182_at",1.82358962328665,4.498206551465,8.40331455969873,4.89314705222984e-13,6.06158917612182e-11,19.3007103113687,"VMA12","147007"
"223864_at",4.88063325291067,3.19682779725347,8.40101710538067,4.94783062494136e-13,6.08617542717352e-11,19.2898412281695,"ANKRD30A","91074"
"209522_s_at",2.218993321688,8.92111767412007,8.40060042931396,4.95781336168002e-13,6.08617542717352e-11,19.287870003139,"CRAT","1384"
"240824_at",1.27028751363765,4.47967318253226,8.40035228101863,4.96376804601339e-13,6.08617542717352e-11,19.2866960604631,"STN1","79991"
"214203_s_at",2.69599481884926,5.37874331480196,8.39999452252671,4.97236554507641e-13,6.08617542717352e-11,19.2850035799682,"PRODH","5625"
"214797_s_at",-1.79228560195865,5.65768269033148,-8.37841573989906,5.51935840947152e-13,6.73558845898720e-11,19.1829349532661,"CDK18","5129"
"208892_s_at",2.40619576559238,8.28003987187843,8.37521878448288,5.60534810776121e-13,6.82022830298637e-11,19.1678159229125,"DUSP6","1848"
"1553962_s_at",2.0521645169617,4.95559487098265,8.37327624197823,5.65824854967735e-13,6.86422554825355e-11,19.158629603233,"RHOB","388"
"206373_at",-3.93342947695007,5.66152382086487,-8.36770064749262,5.81286771140114e-13,7.03099786543636e-11,19.1322639694921,"ZIC1","7545"
"208161_s_at",2.94163767637869,5.72533866869603,8.36486641202521,5.8930730687454e-13,7.10704612090695e-11,19.1188623887805,"ABCC3","8714"
"216237_s_at",-1.09672801983402,8.76579049872712,-8.36194011213626,5.97704175314717e-13,7.18717360838847e-11,19.105026075055,"MCM5","4174"
"203806_s_at",-1.73999546295878,3.69542027549115,-8.36062783681709,6.01508327598121e-13,7.1907427011176e-11,19.0988214882831,"FANCA","2175"
"208873_s_at",1.31922350686622,9.9522499766418,8.35671138087691,6.13005883331784e-13,7.30688756980711e-11,19.0803047607668,"REEP5","7905"
"229256_at",2.02107331266581,6.47548434159686,8.35456843262148,6.19389434984382e-13,7.36157808466655e-11,19.0701735109443,"PGM2L1","283209"
"209167_at",-2.10233212589594,7.8503925938787,-8.33659174843288,6.75617401457763e-13,7.97395813331994e-11,18.9851977403194,"GPM6B","2824"
"223423_at",3.34132411230355,7.77527702533086,8.33624579325749,6.76747983220012e-13,7.97395813331994e-11,18.9835626378669,"GPR160","26996"
"209395_at",-3.69390726376914,10.0748159947522,-8.33528094563087,6.79911082740784e-13,7.98827336295219e-11,18.9790024837435,"CHI3L1","1116"
"209321_s_at",-1.78380223044809,7.43709204646768,-8.3332868641549,6.86495153666491e-13,8.04258493741165e-11,18.9695780805711,"ADCY3","109"
"210130_s_at",2.45660115979204,6.3483054773003,8.32228301139055,7.23987739871775e-13,8.43363445616542e-11,18.9175770046349,"TM7SF2","7108"
"214703_s_at",1.0333319558403,7.90122572931905,8.32164139439392,7.26235808529212e-13,8.43585640026397e-11,18.9145451781266,"MAN2B2","23324"
"238017_at",4.11332659375882,4.50815797967828,8.31222419612631,7.60043458239447e-13,8.80362202306505e-11,18.870049667124,"SDR16C5","195814"
